question,passage,label
Is sushi a traditional Japanese dish?,"Sushi is a traditional Japanese dish that typically consists of vinegared rice topped with raw fish or other ingredients like avocado, cucumber, or tempura. It has roots in ancient Japan and has evolved into various forms and styles over the years.",1
Is chocolate considered a type of candy?,"Chocolate is often considered a type of candy due to its sweet and indulgent taste, as well as being a popular choice for confectionery products like chocolate bars and truffles.",1
Is yoga beneficial for improving flexibility?,"Yoga is a popular practice known for its positive effects on flexibility, strength, and mental well-being.",1
Is it true that polar bears have black skin under their white fur?,"Polar bears have black skin under their white fur, which helps them absorb and retain heat from the sun to stay warm in their Arctic habitats.",1
Is chocolate made from cacao beans?,"Chocolate is derived from cacao beans, which are the dried and fully fermented seeds of Theobroma cacao, a small evergreen tree native to the deep tropical regions of Central and South America.",1
Is the Eiffel Tower made of glass?,"The Eiffel Tower is an iron lattice structure located in Paris, France, and it is not made of glass. It is made of wrought iron and stands as a symbol of France and one of the most well-known landmarks in the world.",1
Is chocolate ice cream a popular flavor during the summer?,Chocolate ice cream is loved by many during the warmer months due to its rich and indulgent taste that provides a refreshing treat on hot days.,1
Is coconut oil good for skin and hair?,Coconut oil is a versatile natural product that many people use for skincare and haircare purposes due to its moisturizing and nourishing properties.,1
Is Neptune the farthest planet from the Sun in our solar system?,"Neptune, the eighth and farthest known planet from the Sun in our solar system, has an average distance of 4.5 billion kilometers from the Sun.",1
Is the Eiffel Tower taller than the Statue of Liberty?,"The Eiffel Tower stands at 1,063 feet tall, while the Statue of Liberty is 305 feet tall including the pedestal. Therefore, the Eiffel Tower is indeed taller than the Statue of Liberty.",1
Is the Amazon rainforest the largest tropical rainforest in the world?,"Amazon rainforest -- The Amazon rainforest, also known as Amazonia, is the world's largest tropical rainforest, covering approximately 5.5 million square kilometers (2.1 million square miles). It is home to a diverse array of plant and animal species, many of which are endemic to the region.",1
Is chocolate ice cream a popular flavor?,Chocolate ice cream is loved by many and is indeed a popular flavor among ice cream enthusiasts.,1
"Is the Eiffel Tower in Paris, France?","Eiffel Tower -- The Eiffel Tower, built in 1887-1889, is a wrought-iron lattice tower on the Champ de Mars in Paris, France. It is one of the most recognizable structures in the world and a symbol of France.",1
Is coffee brewed using hot water?,Brewing coffee typically involves passing hot water over ground coffee beans to extract the flavors and compounds.,1
Is avocado a fruit or a vegetable?,"Avocado is actually a fruit, specifically a large berry with a single seed.",1
Is it true that dolphins are considered one of the most intelligent animals in the world?,"Dolphins are known for their high intelligence, social behavior, and complex communication skills, which indeed place them among the most intelligent animals on Earth.",1
Is mountain biking a popular recreational activity in national parks?,"Mountain biking offers an adrenaline-pumping experience for outdoor enthusiasts seeking adventure in various terrains and landscapes. Many national parks across the country provide designated trails and areas for mountain biking, attracting visitors who enjoy the thrill of biking through nature's beauty.",1
Is chocolate ice cream typically made with cocoa powder?,"Chocolate ice cream is a popular frozen dessert made by blending milk, cream, sugar, and cocoa powder or melted chocolate. It is known for its rich and indulgent flavor that is enjoyed by many ice cream lovers.",1
Is the Eiffel Tower the tallest structure in Paris?,"The Eiffel Tower is a wrought-iron lattice tower on the Champ de Mars in Paris, France. Named after the engineer Gustave Eiffel, it is the most-visited paid monument in the world as well as an iconic symbol of Paris. Standing 330 meters (1,083 feet) tall, it held the title of the tallest man-made structure in the world until the completion of the Chrysler Building in New York in 1930. However, it is not the tallest structure in Paris today.",1
Is vanilla extract made from vanilla beans?,"Yes, vanilla extract is typically made by steeping vanilla beans in alcohol to extract their flavor and aroma.",1
